data,acucar_usd
19/02/1997,11.25
20/02/1997,11.33
21/02/1997,11.18
24/02/1997,10.92
25/02/1997,10.8
26/02/1997,10.9
27/02/1997,11.05
28/02/1997,11.32
03/03/1997,10.84
04/03/1997,10.88
05/03/1997,10.86
06/03/1997,10.93
07/03/1997,10.97
10/03/1997,11.03
11/03/1997,10.92
12/03/1997,10.77
13/03/1997,10.76
14/03/1997,10.9
17/03/1997,10.92
18/03/1997,10.88
19/03/1997,10.75
20/03/1997,10.9
21/03/1997,10.83
24/03/1997,10.92
25/03/1997,10.86
26/03/1997,10.81
27/03/1997,10.81
31/03/1997,10.79
01/04/1997,11
02/04/1997,10.96
03/04/1997,11
04/04/1997,11
07/04/1997,11
08/04/1997,11.04
09/04/1997,11.31
10/04/1997,11.37
11/04/1997,11.33
14/04/1997,11.24
15/04/1997,11.13
16/04/1997,10.95
17/04/1997,10.96
18/04/1997,11.29
21/04/1997,11.24
22/04/1997,11.27
23/04/1997,11.53
24/04/1997,11.46
25/04/1997,11.55
28/04/1997,11.49
29/04/1997,11.32
30/04/1997,11.14
01/05/1997,10.7
02/05/1997,10.8
05/05/1997,10.79
06/05/1997,10.88
07/05/1997,10.76
08/05/1997,10.84
09/05/1997,10.88
12/05/1997,11.04
13/05/1997,11.11
14/05/1997,11.05
15/05/1997,11.01
16/05/1997,10.97
19/05/1997,10.98
20/05/1997,11.05
21/05/1997,11.15
22/05/1997,11.06
23/05/1997,11.11
27/05/1997,11.16
28/05/1997,11.18
29/05/1997,11.21
30/05/1997,11.17
02/06/1997,11.34
03/06/1997,11.48
04/06/1997,11.51
05/06/1997,11.41
06/06/1997,11.45
09/06/1997,11.45
10/06/1997,11.37
11/06/1997,11.26
12/06/1997,11.49
13/06/1997,11.42
16/06/1997,11.36
17/06/1997,11.34
18/06/1997,11.36
19/06/1997,11.37
20/06/1997,11.06
23/06/1997,11.13
24/06/1997,11.08
25/06/1997,11.15
26/06/1997,11.11
27/06/1997,10.92
30/06/1997,11
01/07/1997,11.24
02/07/1997,11.05
03/07/1997,11.18
07/07/1997,11.06
08/07/1997,11.06
09/07/1997,11.11
10/07/1997,11.06
11/07/1997,11.09
14/07/1997,11.12
15/07/1997,10.97
16/07/1997,11.3
17/07/1997,11.16
18/07/1997,11.28
21/07/1997,11.26
22/07/1997,11.59
23/07/1997,11.49
24/07/1997,11.56
25/07/1997,11.63
28/07/1997,11.7
29/07/1997,11.66
30/07/1997,11.58
31/07/1997,11.68
01/08/1997,11.65
04/08/1997,11.58
05/08/1997,11.61
06/08/1997,11.67
07/08/1997,11.58
08/08/1997,11.38
11/08/1997,11.53
12/08/1997,11.51
13/08/1997,11.49
14/08/1997,11.55
15/08/1997,11.86
18/08/1997,11.82
19/08/1997,11.84
20/08/1997,11.69
21/08/1997,11.6
22/08/1997,11.79
25/08/1997,11.66
26/08/1997,11.79
27/08/1997,11.72
28/08/1997,11.68
29/08/1997,11.6
02/09/1997,11.7
03/09/1997,11.6
04/09/1997,11.61
05/09/1997,11.54
08/09/1997,11.51
09/09/1997,11.5
10/09/1997,11.4
11/09/1997,11.56
12/09/1997,11.49
15/09/1997,11.32
16/09/1997,11.29
17/09/1997,11.31
18/09/1997,11.22
19/09/1997,11.17
22/09/1997,11.05
23/09/1997,10.98
24/09/1997,10.76
25/09/1997,10.61
26/09/1997,10.89
29/09/1997,11.04
30/09/1997,11.17
01/10/1997,11.69
02/10/1997,11.87
03/10/1997,11.9
06/10/1997,11.81
07/10/1997,11.79
08/10/1997,11.9
09/10/1997,11.97
10/10/1997,11.94
13/10/1997,11.85
14/10/1997,11.8
15/10/1997,11.85
16/10/1997,11.78
17/10/1997,11.68
20/10/1997,11.85
21/10/1997,11.74
22/10/1997,11.73
23/10/1997,11.73
24/10/1997,11.81
27/10/1997,11.89
28/10/1997,11.78
29/10/1997,12
30/10/1997,12.3
31/10/1997,12.39
03/11/1997,12.43
04/11/1997,12.29
05/11/1997,12.32
06/11/1997,12.25
07/11/1997,12.25
10/11/1997,12.18
11/11/1997,12.35
12/11/1997,12.27
13/11/1997,12.34
14/11/1997,12.34
17/11/1997,12.31
18/11/1997,12.26
19/11/1997,12.31
20/11/1997,12
21/11/1997,12.03
24/11/1997,12.15
25/11/1997,12.22
26/11/1997,12.24
28/11/1997,12.24
01/12/1997,12.49
02/12/1997,12.45
03/12/1997,12.38
04/12/1997,12.38
05/12/1997,12.44
08/12/1997,12.35
09/12/1997,12.33
10/12/1997,12.25
11/12/1997,12.1
12/12/1997,12.14
15/12/1997,12.17
16/12/1997,11.93
17/12/1997,12.16
18/12/1997,12.31
19/12/1997,12.29
22/12/1997,12.24
23/12/1997,12.21
24/12/1997,12.29
29/12/1997,12.36
30/12/1997,12.3
31/12/1997,12.22
05/01/1998,12.02
06/01/1998,11.96
07/01/1998,11.82
08/01/1998,11.86
09/01/1998,11.79
12/01/1998,11.46
13/01/1998,11.51
14/01/1998,11.54
15/01/1998,11.17
16/01/1998,11.2
20/01/1998,11.12
21/01/1998,11.28
22/01/1998,11.27
23/01/1998,11.23
26/01/1998,11.18
27/01/1998,11.03
28/01/1998,11.23
29/01/1998,11.23
30/01/1998,11.23
02/02/1998,11.23
03/02/1998,11.2
04/02/1998,11.12
05/02/1998,10.89
06/02/1998,10.71
09/02/1998,10.78
10/02/1998,10.88
11/02/1998,10.97
12/02/1998,11.01
13/02/1998,11
17/02/1998,10.75
18/02/1998,10.58
19/02/1998,10.59
20/02/1998,10.37
23/02/1998,9.82
24/02/1998,9.73
25/02/1998,9.94
26/02/1998,9.62
27/02/1998,9.64
02/03/1998,9.98
03/03/1998,9.85
04/03/1998,9.81
05/03/1998,9.73
06/03/1998,9.73
09/03/1998,9.5
10/03/1998,9.39
11/03/1998,9.34
12/03/1998,9.25
13/03/1998,9.4
16/03/1998,9.44
17/03/1998,9.63
18/03/1998,9.78
19/03/1998,9.85
20/03/1998,9.88
23/03/1998,9.83
24/03/1998,9.93
25/03/1998,9.83
26/03/1998,9.8
27/03/1998,9.77
30/03/1998,9.86
31/03/1998,10.19
01/04/1998,9.95
02/04/1998,9.94
03/04/1998,9.91
06/04/1998,9.87
07/04/1998,9.78
08/04/1998,9.51
09/04/1998,9.53
13/04/1998,9.3
14/04/1998,9.43
15/04/1998,9.35
16/04/1998,9.11
17/04/1998,9.02
20/04/1998,9.05
21/04/1998,9.15
22/04/1998,9.19
23/04/1998,9.15
24/04/1998,9.15
27/04/1998,9.04
28/04/1998,8.86
29/04/1998,8.43
30/04/1998,8.5
01/05/1998,8.47
04/05/1998,8.49
05/05/1998,8.53
06/05/1998,8.96
07/05/1998,9.05
08/05/1998,9.14
11/05/1998,9.24
12/05/1998,9.35
13/05/1998,9.18
14/05/1998,9.24
15/05/1998,9.09
18/05/1998,8.95
19/05/1998,8.85
20/05/1998,8.96
21/05/1998,8.99
22/05/1998,8.89
26/05/1998,8.56
27/05/1998,8.34
28/05/1998,8.26
29/05/1998,8.28
01/06/1998,8.08
02/06/1998,8.26
03/06/1998,8.25
04/06/1998,8.13
05/06/1998,8.07
08/06/1998,7.86
09/06/1998,7.55
10/06/1998,7.36
11/06/1998,7.71
12/06/1998,7.45
15/06/1998,7.59
16/06/1998,7.6
17/06/1998,7.98
18/06/1998,7.99
19/06/1998,7.97
22/06/1998,7.89
23/06/1998,7.84
24/06/1998,7.89
25/06/1998,8.22
26/06/1998,8.63
29/06/1998,8.74
30/06/1998,8.46
01/07/1998,8.4
02/07/1998,8.58
06/07/1998,8.54
07/07/1998,8.4
08/07/1998,8.34
09/07/1998,8.39
10/07/1998,8.64
13/07/1998,8.76
14/07/1998,8.67
15/07/1998,8.66
16/07/1998,8.71
17/07/1998,8.95
20/07/1998,9
21/07/1998,8.51
22/07/1998,8.45
23/07/1998,8.63
24/07/1998,8.41
27/07/1998,8.44
28/07/1998,8.53
29/07/1998,8.52
30/07/1998,8.84
31/07/1998,8.76
03/08/1998,8.73
04/08/1998,8.71
05/08/1998,8.85
06/08/1998,8.83
07/08/1998,8.94
10/08/1998,9.06
11/08/1998,9.05
12/08/1998,8.66
13/08/1998,8.71
14/08/1998,8.54
17/08/1998,8.59
18/08/1998,8.58
19/08/1998,8.53
20/08/1998,8.49
21/08/1998,8.19
24/08/1998,7.93
25/08/1998,7.93
26/08/1998,7.53
27/08/1998,7.5
28/08/1998,7.56
31/08/1998,7.55
01/09/1998,7.38
02/09/1998,7.7
03/09/1998,7.54
04/09/1998,7.59
08/09/1998,7.35
09/09/1998,7.21
10/09/1998,7
11/09/1998,7.1
14/09/1998,7.03
15/09/1998,7.15
16/09/1998,7.31
17/09/1998,6.95
18/09/1998,6.67
21/09/1998,6.91
22/09/1998,7.19
23/09/1998,7.1
24/09/1998,6.98
25/09/1998,7.04
28/09/1998,6.93
29/09/1998,7.04
30/09/1998,7.13
01/10/1998,7.62
02/10/1998,7.35
05/10/1998,7.36
06/10/1998,7.27
07/10/1998,7.48
08/10/1998,7.27
09/10/1998,7.6
12/10/1998,7.66
13/10/1998,7.66
14/10/1998,7.78
15/10/1998,7.72
16/10/1998,7.9
19/10/1998,7.62
20/10/1998,7.75
21/10/1998,7.66
22/10/1998,7.74
23/10/1998,7.75
26/10/1998,7.63
27/10/1998,7.55
28/10/1998,7.76
29/10/1998,7.7
30/10/1998,7.71
02/11/1998,7.6
03/11/1998,7.87
04/11/1998,8.05
05/11/1998,8.02
06/11/1998,7.95
09/11/1998,7.88
10/11/1998,8.05
11/11/1998,8.38
12/11/1998,8.38
13/11/1998,8.37
16/11/1998,8.35
17/11/1998,8.49
18/11/1998,8.46
19/11/1998,8.33
20/11/1998,8.48
23/11/1998,8.24
24/11/1998,8.03
25/11/1998,8.13
30/11/1998,8.23
01/12/1998,8.31
02/12/1998,8.3
03/12/1998,8.29
04/12/1998,8.24
07/12/1998,8.1
08/12/1998,8.2
09/12/1998,8.24
10/12/1998,8.25
11/12/1998,8.19
14/12/1998,8.12
15/12/1998,8.12
16/12/1998,8.09
17/12/1998,7.78
18/12/1998,7.58
21/12/1998,7.52
22/12/1998,7.58
23/12/1998,7.53
24/12/1998,7.62
28/12/1998,7.58
29/12/1998,7.83
30/12/1998,7.88
31/12/1998,7.86
04/01/1999,8.18
05/01/1999,8.74
06/01/1999,8.79
07/01/1999,8.8
08/01/1999,8.71
11/01/1999,8.75
12/01/1999,8.67
13/01/1999,8.7
14/01/1999,8.55
15/01/1999,8.42
19/01/1999,7.69
20/01/1999,7.52
21/01/1999,7.47
22/01/1999,7.1
25/01/1999,6.97
26/01/1999,6.73
27/01/1999,6.65
28/01/1999,6.92
29/01/1999,7.11
01/02/1999,6.76
02/02/1999,6.92
03/02/1999,6.81
04/02/1999,6.69
05/02/1999,6.71
08/02/1999,6.84
09/02/1999,6.83
10/02/1999,6.89
11/02/1999,6.67
12/02/1999,6.75
16/02/1999,6.63
17/02/1999,6.65
18/02/1999,6.68
19/02/1999,6.75
22/02/1999,6.81
23/02/1999,6.79
24/02/1999,6.73
25/02/1999,6.87
26/02/1999,6.34
01/03/1999,6.02
02/03/1999,5.97
03/03/1999,5.85
04/03/1999,5.5
05/03/1999,5.72
08/03/1999,5.72
09/03/1999,5.81
10/03/1999,6.04
11/03/1999,5.91
12/03/1999,5.9
15/03/1999,5.86
16/03/1999,5.82
17/03/1999,5.79
18/03/1999,5.72
19/03/1999,5.54
22/03/1999,5.59
23/03/1999,5.6
24/03/1999,5.47
25/03/1999,5.56
26/03/1999,5.7
29/03/1999,5.74
30/03/1999,5.82
31/03/1999,5.91
01/04/1999,5.59
05/04/1999,5.62
06/04/1999,5.63
07/04/1999,5.5
08/04/1999,5.44
09/04/1999,5.43
12/04/1999,5.25
13/04/1999,5.14
14/04/1999,5.1
15/04/1999,5.07
16/04/1999,5.13
19/04/1999,5.1
20/04/1999,5.14
21/04/1999,5.05
22/04/1999,4.78
23/04/1999,4.82
26/04/1999,4.8
27/04/1999,4.72
28/04/1999,4.58
29/04/1999,4.9
30/04/1999,5.34
03/05/1999,4.5
04/05/1999,4.61
05/05/1999,4.82
06/05/1999,4.77
07/05/1999,4.7
10/05/1999,4.88
11/05/1999,4.82
12/05/1999,4.82
13/05/1999,4.76
14/05/1999,4.9
17/05/1999,4.63
18/05/1999,4.62
19/05/1999,4.72
20/05/1999,4.85
21/05/1999,4.89
24/05/1999,4.82
25/05/1999,4.78
26/05/1999,4.79
27/05/1999,4.77
28/05/1999,5
01/06/1999,5.24
02/06/1999,5.49
03/06/1999,5.3
04/06/1999,5.34
07/06/1999,5.45
08/06/1999,5.41
09/06/1999,5.26
10/06/1999,5.26
11/06/1999,5.41
14/06/1999,5.34
15/06/1999,5.29
16/06/1999,5.29
17/06/1999,5.52
18/06/1999,5.85
21/06/1999,5.82
22/06/1999,5.98
23/06/1999,5.92
24/06/1999,5.95
25/06/1999,6.09
28/06/1999,5.95
29/06/1999,5.72
30/06/1999,5.6
01/07/1999,6.29
02/07/1999,6.13
06/07/1999,5.74
07/07/1999,5.37
08/07/1999,5.64
09/07/1999,5.52
12/07/1999,5.4
13/07/1999,5.31
14/07/1999,5.42
15/07/1999,5.52
16/07/1999,5.47
19/07/1999,5.54
20/07/1999,5.77
21/07/1999,5.62
22/07/1999,5.84
23/07/1999,5.79
26/07/1999,5.73
27/07/1999,5.76
28/07/1999,6.04
29/07/1999,6.14
30/07/1999,5.98
02/08/1999,6.03
03/08/1999,6.04
04/08/1999,6.11
05/08/1999,6.2
06/08/1999,5.99
09/08/1999,6.06
10/08/1999,6.13
11/08/1999,6.08
12/08/1999,5.88
13/08/1999,6.01
16/08/1999,6.05
17/08/1999,6
18/08/1999,6.08
19/08/1999,6.1
20/08/1999,6.09
23/08/1999,6.01
24/08/1999,6.09
25/08/1999,6.1
26/08/1999,6.07
27/08/1999,6.16
30/08/1999,6.7
31/08/1999,6.82
01/09/1999,6.65
02/09/1999,6.78
03/09/1999,6.9
07/09/1999,7.09
08/09/1999,7.06
09/09/1999,6.97
10/09/1999,6.7
13/09/1999,6.79
14/09/1999,6.7
15/09/1999,6.81
16/09/1999,6.77
17/09/1999,6.91
20/09/1999,6.93
21/09/1999,6.79
22/09/1999,6.95
23/09/1999,6.98
24/09/1999,6.94
27/09/1999,6.61
28/09/1999,6.68
29/09/1999,6.99
30/09/1999,6.99
01/10/1999,6.91
04/10/1999,6.84
05/10/1999,6.68
06/10/1999,6.72
07/10/1999,6.72
08/10/1999,6.89
11/10/1999,6.88
12/10/1999,6.81
13/10/1999,6.81
14/10/1999,6.69
15/10/1999,6.56
18/10/1999,6.46
19/10/1999,6.69
20/10/1999,6.94
21/10/1999,6.92
22/10/1999,6.88
25/10/1999,7.25
26/10/1999,6.89
27/10/1999,6.91
28/10/1999,7.01
29/10/1999,6.88
01/11/1999,7.09
02/11/1999,6.94
03/11/1999,6.96
04/11/1999,6.97
05/11/1999,7
08/11/1999,6.88
09/11/1999,6.9
10/11/1999,6.98
11/11/1999,6.81
12/11/1999,6.78
15/11/1999,6.71
16/11/1999,6.56
17/11/1999,6.23
18/11/1999,6.04
19/11/1999,5.91
22/11/1999,5.91
23/11/1999,6.03
24/11/1999,6.07
29/11/1999,6.06
30/11/1999,5.78
01/12/1999,5.76
02/12/1999,5.75
03/12/1999,5.98
06/12/1999,6.23
07/12/1999,6.07
08/12/1999,6.03
09/12/1999,6.1
10/12/1999,6.03
13/12/1999,6.02
14/12/1999,5.88
15/12/1999,5.74
16/12/1999,5.75
17/12/1999,5.88
20/12/1999,5.96
21/12/1999,5.92
22/12/1999,5.89
23/12/1999,5.88
27/12/1999,5.92
28/12/1999,5.92
29/12/1999,6.14
30/12/1999,6.12
03/01/2000,6.1
04/01/2000,5.77
05/01/2000,5.81
06/01/2000,5.77
07/01/2000,5.84
10/01/2000,5.83
11/01/2000,5.67
12/01/2000,5.45
13/01/2000,5.49
14/01/2000,5.45
18/01/2000,5.29
19/01/2000,5.49
20/01/2000,5.56
21/01/2000,5.43
24/01/2000,5.29
25/01/2000,5.32
26/01/2000,5.4
27/01/2000,5.41
28/01/2000,5.47
31/01/2000,5.42
01/02/2000,5.39
02/02/2000,5.5
03/02/2000,5.61
04/02/2000,5.79
07/02/2000,5.66
08/02/2000,5.53
09/02/2000,5.49
10/02/2000,5.52
11/02/2000,5.49
14/02/2000,5.21
15/02/2000,5.13
16/02/2000,4.95
17/02/2000,5.07
18/02/2000,5.03
22/02/2000,5.14
23/02/2000,5.15
24/02/2000,5.12
25/02/2000,4.94
28/02/2000,4.7
29/02/2000,4.65
01/03/2000,5.08
02/03/2000,4.96
03/03/2000,5.05
06/03/2000,5.04
07/03/2000,5.07
08/03/2000,5.12
09/03/2000,5.16
10/03/2000,5.22
13/03/2000,5.42
14/03/2000,5.28
15/03/2000,5.25
16/03/2000,5.34
17/03/2000,5.27
20/03/2000,5.13
21/03/2000,5.2
22/03/2000,5.25
23/03/2000,5.45
24/03/2000,5.38
27/03/2000,5.47
28/03/2000,5.41
29/03/2000,5.42
30/03/2000,5.55
31/03/2000,5.9
03/04/2000,5.89
04/04/2000,5.81
05/04/2000,6.02
06/04/2000,5.96
07/04/2000,5.89
10/04/2000,5.86
11/04/2000,5.97
12/04/2000,6.03
13/04/2000,6.16
14/04/2000,6.23
17/04/2000,6.45
18/04/2000,6.35
19/04/2000,6.41
20/04/2000,6.44
24/04/2000,6.37
25/04/2000,6.36
26/04/2000,6.27
27/04/2000,6.18
28/04/2000,5.16
01/05/2000,6.53
02/05/2000,6.4
03/05/2000,6.4
04/05/2000,6.53
05/05/2000,6.59
08/05/2000,6.45
09/05/2000,6.5
10/05/2000,6.5
11/05/2000,6.63
12/05/2000,6.78
15/05/2000,6.95
16/05/2000,7.13
17/05/2000,7.06
18/05/2000,7.07
19/05/2000,7.21
22/05/2000,7.42
23/05/2000,7.45
24/05/2000,7.56
25/05/2000,7.76
26/05/2000,7.81
30/05/2000,7.7
31/05/2000,7.55
01/06/2000,7.79
02/06/2000,8.14
05/06/2000,8
06/06/2000,8.15
07/06/2000,8.16
08/06/2000,8.18
09/06/2000,8.57
12/06/2000,8.5
13/06/2000,8.72
14/06/2000,8.82
15/06/2000,8.52
16/06/2000,8.19
19/06/2000,8.55
20/06/2000,8.62
21/06/2000,8.65
22/06/2000,8.51
23/06/2000,8.49
26/06/2000,8.57
27/06/2000,8.66
28/06/2000,8.65
29/06/2000,9.2
30/06/2000,8.5
05/07/2000,8.69
06/07/2000,8.86
07/07/2000,8.67
10/07/2000,8.66
11/07/2000,8.83
12/07/2000,9.17
13/07/2000,9.22
14/07/2000,9.2
17/07/2000,9.66
18/07/2000,10.04
19/07/2000,9.96
20/07/2000,10.31
21/07/2000,10.41
24/07/2000,10.24
25/07/2000,10.43
26/07/2000,10.6
27/07/2000,10.78
28/07/2000,10.89
31/07/2000,10.4
01/08/2000,10.35
02/08/2000,10.79
03/08/2000,11.06
04/08/2000,10.8
07/08/2000,10.5
08/08/2000,10.7
09/08/2000,10.59
10/08/2000,10.41
11/08/2000,10.65
14/08/2000,10.77
15/08/2000,10.66
16/08/2000,10.7
17/08/2000,10.51
18/08/2000,10.7
21/08/2000,10.7
22/08/2000,10.62
23/08/2000,10.48
24/08/2000,10.35
25/08/2000,10.82
28/08/2000,10.8
29/08/2000,10.73
30/08/2000,10.76
31/08/2000,10.56
01/09/2000,10.82
05/09/2000,10.43
06/09/2000,10.4
07/09/2000,10.73
08/09/2000,10.67
11/09/2000,10.4
12/09/2000,10.47
13/09/2000,10.53
14/09/2000,10.36
15/09/2000,9.78
18/09/2000,9.65
19/09/2000,9.8
20/09/2000,9.44
21/09/2000,9.16
22/09/2000,9.56
25/09/2000,9.74
26/09/2000,9.72
27/09/2000,9.85
28/09/2000,9.83
29/09/2000,9.77
02/10/2000,9.64
03/10/2000,9.71
04/10/2000,10
05/10/2000,10.03
06/10/2000,10.08
09/10/2000,10.46
10/10/2000,10.77
11/10/2000,10.97
12/10/2000,10.86
13/10/2000,11
16/10/2000,11.39
17/10/2000,11.14
18/10/2000,11.08
19/10/2000,10.86
20/10/2000,10.87
23/10/2000,10.78
24/10/2000,10.58
25/10/2000,10.27
26/10/2000,9.36
27/10/2000,9.53
30/10/2000,9.81
31/10/2000,9.9
01/11/2000,9.75
02/11/2000,9.54
03/11/2000,9.57
06/11/2000,9.56
07/11/2000,9.53
08/11/2000,9.26
09/11/2000,8.81
10/11/2000,9.15
13/11/2000,8.96
14/11/2000,8.73
15/11/2000,9.1
16/11/2000,9.56
17/11/2000,9.63
20/11/2000,9.76
21/11/2000,9.72
22/11/2000,9.93
27/11/2000,10.11
28/11/2000,9.94
29/11/2000,9.91
30/11/2000,9.75
01/12/2000,9.66
04/12/2000,9.86
05/12/2000,9.71
06/12/2000,9.61
07/12/2000,9.63
08/12/2000,9.75
11/12/2000,9.7
12/12/2000,9.65
13/12/2000,9.41
14/12/2000,9.2
15/12/2000,9.31
18/12/2000,9.32
19/12/2000,9.42
20/12/2000,9.99
21/12/2000,9.87
22/12/2000,9.81
26/12/2000,9.98
27/12/2000,10.24
28/12/2000,10.03
29/12/2000,10.2
02/01/2001,10.17
03/01/2001,10.23
04/01/2001,10.35
05/01/2001,10.27
08/01/2001,10.47
09/01/2001,10.46
10/01/2001,10.29
11/01/2001,10.26
12/01/2001,10
16/01/2001,10.23
17/01/2001,10.06
18/01/2001,9.87
19/01/2001,10.09
22/01/2001,10.05
23/01/2001,10.07
24/01/2001,10.05
25/01/2001,10.03
26/01/2001,10
29/01/2001,9.74
30/01/2001,9.58
31/01/2001,9.95
01/02/2001,10.25
02/02/2001,10.14
05/02/2001,10
06/02/2001,10.01
07/02/2001,9.89
08/02/2001,9.88
09/02/2001,9.8
12/02/2001,9.86
13/02/2001,9.82
14/02/2001,9.67
15/02/2001,9.7
16/02/2001,9.64
20/02/2001,9.39
21/02/2001,9.53
22/02/2001,9.41
23/02/2001,9.39
26/02/2001,9.35
27/02/2001,8.92
28/02/2001,9.28
01/03/2001,8.54
02/03/2001,8.5
05/03/2001,8.68
06/03/2001,8.72
07/03/2001,8.53
08/03/2001,8.48
09/03/2001,8.48
12/03/2001,8.36
13/03/2001,8.3
14/03/2001,8.28
15/03/2001,8.42
16/03/2001,8.31
19/03/2001,8.21
20/03/2001,8.18
21/03/2001,8.29
22/03/2001,8.11
23/03/2001,8.06
26/03/2001,8.19
27/03/2001,8.16
28/03/2001,8.2
29/03/2001,8.05
30/03/2001,7.42
02/04/2001,7.81
03/04/2001,7.81
04/04/2001,7.76
05/04/2001,7.68
06/04/2001,7.76
09/04/2001,7.83
10/04/2001,7.98
11/04/2001,7.85
12/04/2001,7.96
16/04/2001,8.08
17/04/2001,8.08
18/04/2001,8.02
19/04/2001,8.21
20/04/2001,8.18
23/04/2001,8.16
24/04/2001,8.34
25/04/2001,8.34
26/04/2001,8.52
27/04/2001,8.62
30/04/2001,8.5
01/05/2001,8.95
02/05/2001,8.97
03/05/2001,9.2
04/05/2001,8.98
07/05/2001,8.92
08/05/2001,9.1
09/05/2001,9
10/05/2001,9.06
11/05/2001,9.1
14/05/2001,9.01
15/05/2001,9.09
16/05/2001,9.09
17/05/2001,8.94
18/05/2001,8.85
21/05/2001,9.19
22/05/2001,9.21
23/05/2001,9.12
24/05/2001,8.93
25/05/2001,8.96
29/05/2001,8.74
30/05/2001,8.59
31/05/2001,8.55
01/06/2001,8.6
04/06/2001,8.66
05/06/2001,8.65
06/06/2001,8.6
07/06/2001,8.5
08/06/2001,8.63
11/06/2001,8.6
12/06/2001,8.63
13/06/2001,8.63
14/06/2001,8.68
15/06/2001,8.87
18/06/2001,8.92
19/06/2001,8.96
20/06/2001,9.05
21/06/2001,9.12
22/06/2001,9.38
25/06/2001,9.26
26/06/2001,9.21
27/06/2001,9.19
28/06/2001,9.06
29/06/2001,9.59
02/07/2001,8.76
03/07/2001,8.52
05/07/2001,8.52
06/07/2001,8.38
09/07/2001,8.68
10/07/2001,8.6
11/07/2001,8.59
12/07/2001,8.62
13/07/2001,8.56
16/07/2001,8.67
17/07/2001,8.66
18/07/2001,8.74
19/07/2001,8.83
20/07/2001,8.6
23/07/2001,8.66
24/07/2001,8.41
25/07/2001,8.57
26/07/2001,8.36
27/07/2001,8.49
30/07/2001,8.35
31/07/2001,7.93
01/08/2001,7.91
02/08/2001,7.65
03/08/2001,7.8
06/08/2001,7.82
07/08/2001,7.72
08/08/2001,7.71
09/08/2001,7.63
10/08/2001,7.65
13/08/2001,7.96
14/08/2001,8.15
15/08/2001,8.11
16/08/2001,7.95
17/08/2001,7.96
20/08/2001,8.12
21/08/2001,8.14
22/08/2001,8.07
23/08/2001,8.09
24/08/2001,8.29
27/08/2001,8.29
28/08/2001,8.07
29/08/2001,8.03
30/08/2001,7.74
31/08/2001,7.91
04/09/2001,7.81
05/09/2001,7.93
06/09/2001,7.82
07/09/2001,7.86
10/09/2001,7.87
17/09/2001,7.82
18/09/2001,7.64
19/09/2001,7.28
20/09/2001,7.25
21/09/2001,7.05
24/09/2001,6.78
25/09/2001,6.84
26/09/2001,6.94
27/09/2001,6.85
28/09/2001,6.7
01/10/2001,6.6
02/10/2001,6.57
03/10/2001,6.71
04/10/2001,6.65
05/10/2001,6.57
08/10/2001,6.27
09/10/2001,6.15
10/10/2001,6.27
11/10/2001,6.46
12/10/2001,6.44
15/10/2001,6.48
16/10/2001,6.62
17/10/2001,6.63
18/10/2001,6.56
19/10/2001,6.73
22/10/2001,6.64
23/10/2001,6.63
24/10/2001,6.88
25/10/2001,6.79
26/10/2001,6.72
29/10/2001,6.77
30/10/2001,6.85
31/10/2001,6.74
01/11/2001,6.66
02/11/2001,6.63
05/11/2001,6.85
06/11/2001,7.05
07/11/2001,7.19
08/11/2001,7.26
09/11/2001,7.11
12/11/2001,7.14
13/11/2001,7.24
14/11/2001,7.4
15/11/2001,7.36
16/11/2001,7.31
19/11/2001,7.42
20/11/2001,7.34
21/11/2001,7.52
26/11/2001,7.57
27/11/2001,7.57
28/11/2001,7.56
29/11/2001,7.7
30/11/2001,7.68
03/12/2001,7.64
04/12/2001,7.7
05/12/2001,7.79
06/12/2001,7.84
07/12/2001,7.75
10/12/2001,7.51
11/12/2001,7.35
12/12/2001,7.35
13/12/2001,7.4
14/12/2001,7.41
17/12/2001,7.37
18/12/2001,7.03
19/12/2001,6.95
20/12/2001,7.07
21/12/2001,7.12
27/12/2001,7.3
28/12/2001,7.39
02/01/2002,7.71
03/01/2002,7.65
04/01/2002,7.64
07/01/2002,7.71
08/01/2002,7.8
09/01/2002,8.03
10/01/2002,7.92
11/01/2002,7.76
14/01/2002,7.62
15/01/2002,7.83
16/01/2002,7.86
17/01/2002,7.48
18/01/2002,7.3
22/01/2002,7.43
23/01/2002,7.31
24/01/2002,6.97
25/01/2002,7.13
28/01/2002,7.18
29/01/2002,6.75
30/01/2002,6.57
31/01/2002,6.38
01/02/2002,6.35
04/02/2002,6.24
05/02/2002,6.34
06/02/2002,6.39
07/02/2002,6.28
08/02/2002,6.18
11/02/2002,6
12/02/2002,6.15
13/02/2002,6.28
14/02/2002,6.26
15/02/2002,6.25
19/02/2002,6.28
20/02/2002,6.4
21/02/2002,6.34
22/02/2002,6.31
25/02/2002,6.37
26/02/2002,6.38
27/02/2002,6.39
28/02/2002,6.4
01/03/2002,5.97
04/03/2002,5.96
05/03/2002,6.04
06/03/2002,6
07/03/2002,6.06
08/03/2002,6.18
11/03/2002,6.21
12/03/2002,6.09
13/03/2002,6.19
14/03/2002,6.27
15/03/2002,6.26
18/03/2002,6.22
19/03/2002,6.03
20/03/2002,6.01
21/03/2002,5.78
22/03/2002,5.91
25/03/2002,6.02
26/03/2002,6.08
27/03/2002,6
28/03/2002,5.93
01/04/2002,5.77
02/04/2002,5.83
03/04/2002,5.66
