data,etanol_blr
15/07/2021,3035
16/07/2021,3034
19/07/2021,3019.5
20/07/2021,3002
21/07/2021,2989
22/07/2021,2959.5
23/07/2021,2954
26/07/2021,2975.5
27/07/2021,3017
28/07/2021,3024
29/07/2021,3049.5
30/07/2021,3049
02/08/2021,3062
03/08/2021,3073.5
04/08/2021,3086
05/08/2021,3117
06/08/2021,3164
09/08/2021,3189.5
10/08/2021,3195.5
11/08/2021,3214
12/08/2021,3217.5
13/08/2021,3216.5
16/08/2021,3232.5
17/08/2021,3228.5
18/08/2021,3225.5
19/08/2021,3222
20/08/2021,3220
23/08/2021,3215
24/08/2021,3225.5
25/08/2021,3253
26/08/2021,3264
27/08/2021,3275
30/08/2021,3291.5
31/08/2021,3282
01/09/2021,3296.5
02/09/2021,3292.5
03/09/2021,3297
06/09/2021,3305.5
08/09/2021,3304.5
09/09/2021,3303.5
10/09/2021,3303
13/09/2021,3317.5
14/09/2021,3316.5
15/09/2021,3339.5
16/09/2021,3335
17/09/2021,3350.5
20/09/2021,3351
21/09/2021,3350.5
22/09/2021,3346
23/09/2021,3362.5
24/09/2021,3355
27/09/2021,3352.5
28/09/2021,3368.5
29/09/2021,3386.5
30/09/2021,3365.5
01/10/2021,3367
04/10/2021,3383
05/10/2021,3395.5
06/10/2021,3417
07/10/2021,3419
08/10/2021,3430
11/10/2021,3431.5
13/10/2021,3463
14/10/2021,3487
15/10/2021,3516.5
18/10/2021,3540
19/10/2021,3574.5
20/10/2021,3625.5
21/10/2021,3661.5
22/10/2021,3693.5
25/10/2021,3814
26/10/2021,3881
27/10/2021,3924
28/10/2021,3920.5
29/10/2021,3947
01/11/2021,3953.5
03/11/2021,3959.5
04/11/2021,3937.5
05/11/2021,3935.5
08/11/2021,3911.5
09/11/2021,3901.5
10/11/2021,3900
11/11/2021,3879
12/11/2021,3861.5
16/11/2021,3845.5
17/11/2021,3809.5
18/11/2021,3778
19/11/2021,3715.5
22/11/2021,3683
23/11/2021,3609.5
24/11/2021,3603.5
25/11/2021,3588.5
26/11/2021,3586.5
29/11/2021,3589.5
30/11/2021,3568.5
01/12/2021,3551.5
02/12/2021,3527
03/12/2021,3424.5
06/12/2021,3385.5
07/12/2021,3374
08/12/2021,3358
09/12/2021,3385.5
10/12/2021,3470
13/12/2021,3440.5
14/12/2021,3434.5
15/12/2021,3432.5
16/12/2021,3425
17/12/2021,3407
20/12/2021,3403.5
21/12/2021,3408
22/12/2021,3408.5
23/12/2021,3411
27/12/2021,3407
28/12/2021,3408
29/12/2021,3394
30/12/2021,3396
03/01/2022,3413.5
04/01/2022,3418.5
05/01/2022,3416.5
06/01/2022,3411
07/01/2022,3412
10/01/2022,3406.5
11/01/2022,3412.5
12/01/2022,3410
13/01/2022,3404
14/01/2022,3394.5
17/01/2022,3391.5
18/01/2022,3371
19/01/2022,3365.5
20/01/2022,3311
21/01/2022,3295
24/01/2022,3256.5
25/01/2022,3234
26/01/2022,3230
27/01/2022,3184
28/01/2022,3131
31/01/2022,3117
01/02/2022,3053.5
02/02/2022,2958.5
03/02/2022,2901.5
04/02/2022,2859
07/02/2022,2854.5
08/02/2022,2885
09/02/2022,2926
10/02/2022,2938.5
11/02/2022,2930.5
14/02/2022,2958.5
15/02/2022,2971.5
16/02/2022,2971
17/02/2022,2972
18/02/2022,2944
21/02/2022,2930
22/02/2022,2923.5
23/02/2022,2920
24/02/2022,2951.5
25/02/2022,2954
02/03/2022,2954.5
03/03/2022,2971.5
04/03/2022,3027
07/03/2022,3083
08/03/2022,3153.5
09/03/2022,3232
10/03/2022,3362
11/03/2022,3396.5
14/03/2022,3432
15/03/2022,3429.5
16/03/2022,3355.5
17/03/2022,3354
18/03/2022,3351
21/03/2022,3337
22/03/2022,3337
23/03/2022,3342.5
24/03/2022,3372.5
25/03/2022,3435.5
28/03/2022,3483
29/03/2022,3500
30/03/2022,3495
31/03/2022,3480
01/04/2022,3473
04/04/2022,3487.5
05/04/2022,3523.5
06/04/2022,3611.5
07/04/2022,3722
08/04/2022,3815
11/04/2022,3906
12/04/2022,3917
13/04/2022,3994.5
14/04/2022,3994
18/04/2022,3977.5
19/04/2022,3939
20/04/2022,3910
22/04/2022,3880.5
25/04/2022,3788.5
26/04/2022,3673
27/04/2022,3558.5
28/04/2022,3495
29/04/2022,3458
02/05/2022,3440
03/05/2022,3417
04/05/2022,3397
05/05/2022,3399.5
06/05/2022,3424
09/05/2022,3458
10/05/2022,3462.5
11/05/2022,3477.5
12/05/2022,3453
13/05/2022,3447
16/05/2022,3449
17/05/2022,3445.5
18/05/2022,3443.5
19/05/2022,3434
20/05/2022,3418.5
23/05/2022,3402
24/05/2022,3373
25/05/2022,3331.5
26/05/2022,3270
27/05/2022,3239.5
30/05/2022,3206.5
31/05/2022,3172.5
01/06/2022,3166.5
02/06/2022,3165.5
03/06/2022,3176.5
06/06/2022,3205.5
07/06/2022,3206
08/06/2022,3185
09/06/2022,3184.5
10/06/2022,3157
13/06/2022,3112.5
14/06/2022,3095.5
15/06/2022,3080.5
17/06/2022,3119.5
20/06/2022,3170.5
21/06/2022,3164
22/06/2022,3131.5
23/06/2022,3114.5
24/06/2022,3134.5
27/06/2022,3125.5
28/06/2022,3096
29/06/2022,3043.5
30/06/2022,3001.5
01/07/2022,2979
04/07/2022,2952.5
01/07/2022,2951.5
04/07/2022,2952.5
05/07/2022,2951.5
06/07/2022,2974.5
07/07/2022,3031
08/07/2022,3055
11/07/2022,3055.5
12/07/2022,3043.5
13/07/2022,3037.5
14/07/2022,3030.5
15/07/2022,3005
18/07/2022,3015
19/07/2022,3034.5
20/07/2022,3014.5
21/07/2022,3017.5
22/07/2022,3017
